LEAID,LEA_NAME,LEA_TYPE_TEXT,STABR,STATENAME,LCITY,LSTATE,LZIP,GSLO,GSHI,AGCHRT,SCH,TOTTCH,TOTGUI,MEMBER,AM,AS,HI,BL,WH,HP,TR
4102780,Cascade SD 5,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Turner,OR,97392,KG,12,3,5,119,5,2287,31,33,387,15,1759,10,52
4113350,Willamina SD 30J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Willamina,OR,97396,KG,12,3,3,44,0,855,194,1,83,5,525,8,39
4100032,Lane ESD,Regional Education Service Agency (RESA),OR,OREGON,Eugene,OR,97402,KG,12,,0,34,0,0,0,0,0,0,0,0,0
4102040,Bethel SD 52,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Eugene,OR,97402,KG,12,3,11,269,11,5681,74,113,1158,116,3816,33,371
4103780,Crow-Applegate-Lorane SD 66,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Eugene,OR,97402,KG,12,3,2,17,0,266,14,3,17,1,218,0,13
4104740,Eugene SD 4J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Eugene,OR,97402,KG,12,2,36,768,27,17206,221,541,2497,319,11990,66,1572
4101800,Bandon SD 54,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Bandon,OR,97411,KG,12,3,3,39,0,761,14,11,81,0,569,1,85
4102160,Blachly SD 90,Independent Charter District,OR,OREGON,Blachly,OR,97412,KG,12,1,1,17,1,255,7,3,21,1,215,1,7
4102310,Brookings-Harbor SD 17C,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Brookings,OR,97415,KG,12,3,3,81,4,1650,68,15,223,17,978,4,345
4102610,Camas Valley SD 21J,Independent Charter District,OR,OREGON,Camas Valley,OR,97416,PK,12,1,1,16,0,187,1,0,10,0,161,0,15
4100024,South Coast ESD,Regional Education Service Agency (RESA),OR,OREGON,Coos Bay,OR,97420,KG,12,,0,12,0,0,0,0,0,0,0,0,0
4103660,Coos Bay SD 9,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Coos Bay,OR,97420,KG,12,2,7,142,6,3103,150,23,454,15,2219,12,230
4103390,Coquille SD 8,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Coquille,OR,97423,PK,12,3,4,45,0,913,39,4,93,2,646,3,126
4111580,South Lane SD 45J3,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Cottage Grove,OR,97424,KG,12,2,10,147,4,2799,45,36,296,15,2336,5,66
4103690,Creswell SD 40,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Creswell,OR,97426,KG,12,3,3,57,2,1322,36,9,141,5,1062,1,68
4103960,Douglas County SD 15,Independent Charter District,OR,OREGON,Days Creek,OR,97429,KG,12,2,2,13,0,197,12,3,21,1,148,0,12
4104350,North Douglas SD 22,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Drain,OR,97435,KG,12,3,2,21,0,297,8,2,30,3,233,0,21
4104620,Elkton SD 34,Independent Charter District,OR,OREGON,Elkton,OR,97436,KG,12,1,1,21,0,480,8,4,46,11,382,3,26
4104950,Fern Ridge SD 28J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Elmira,OR,97437,KG,12,2,5,68,2,1458,32,7,103,15,1261,6,34
4105100,Siuslaw SD 97J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Florence,OR,97439,KG,12,3,3,73,3,1371,53,26,150,4,986,4,148
4105640,Glendale SD 77,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Glendale,OR,97442,KG,12,2,2,12,0,308,7,0,33,1,260,0,7
4105670,Glide SD 12,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Glide,OR,97443,KG,12,3,3,34,1,706,14,0,45,1,622,0,24
4105760,Central Curry SD 1,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Gold Beach,OR,97444,KG,12,3,2,27,1,492,19,3,45,0,363,0,62
4100019,Harrisburg SD 7J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Harrisburg,OR,97446,KG,12,3,3,48,2,887,5,4,102,1,738,4,33
4106930,Junction City SD 69,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Junction City,OR,97448,KG,12,3,4,88,4,1736,45,15,227,17,1335,3,94
4107590,Lowell SD 71,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Lowell,OR,97452,KG,12,2,3,24,1,400,11,2,38,8,310,0,31
4107710,Mapleton SD 32,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Mapleton,OR,97453,KG,12,3,2,12,0,167,3,1,10,0,136,0,17
4107740,Marcola SD 79J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Marcola,OR,97454,KG,12,3,2,14,0,218,1,2,12,0,186,1,16
4109870,Pleasant Hill SD 1,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Pleasant Hill,OR,97455,KG,12,3,2,46,1,992,15,7,58,0,841,0,71
4108430,Monroe SD 1J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Monroe,OR,97456,KG,12,3,2,27,1,447,3,3,78,0,353,0,10
4111610,South Umpqua SD 19,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Myrtle Creek,OR,97457,PK,12,3,5,80,1,1416,44,9,109,5,1138,4,107
4100640,Myrtle Point SD 41,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Myrtle Point,OR,97458,KG,12,3,2,36,1,608,30,4,48,5,420,3,98
4108820,North Bend SD 13,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,North Bend,OR,97459,KG,12,2,7,172,4,4271,137,67,441,47,3276,17,286
4109120,Oakland SD 1,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Oakland,OR,97462,KG,12,3,3,33,1,540,21,3,27,2,486,1,0
4109150,Oakridge SD 76,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Oakridge,OR,97463,KG,12,3,3,33,1,525,15,3,35,18,450,2,2
4110020,Port Orford-Langlois SD 2CJ,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Port Orford,OR,97465,KG,12,3,2,17,0,202,1,1,15,2,166,0,17
4110080,Powers SD 31,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Powers,OR,97466,KG,12,3,2,12,0,119,13,0,6,0,70,0,30
4110410,Reedsport SD 105,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Reedsport,OR,97467,KG,12,2,2,29,1,655,19,4,66,1,533,2,30
4110530,Riddle SD 70,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Riddle,OR,97469,KG,12,3,2,28,0,401,9,3,31,0,324,0,34
4100025,Douglas ESD,Regional Education Service Agency (RESA),OR,OREGON,Roseburg,OR,97470,KG,12,,0,19,0,0,0,0,0,0,0,0,0
4110710,Douglas County SD 4,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Roseburg,OR,97471,KG,12,2,12,299,17,5991,97,70,618,39,4656,13,498
4111670,Springfield SD 19,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Springfield,OR,97477,KG,12,2,21,495,14,10996,154,90,2260,122,7515,51,804
4111940,Sutherlin SD 130,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Sutherlin,OR,97479,KG,12,3,4,74,4,1314,31,12,133,5,1062,3,68
4107980,McKenzie SD 68,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Finn Rock,OR,97488,KG,12,3,2,18,1,187,9,1,20,1,142,0,14
4113490,Winston-Dillard SD 116,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Winston,OR,97496,KG,12,3,6,71,2,1444,16,4,110,14,1242,2,56
4113650,Yoncalla SD 32,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Yoncalla,OR,97499,KG,12,3,2,18,0,273,11,2,28,3,204,2,23
4100029,Southern Oregon ESD,Regional Education Service Agency (RESA),OR,OREGON,Medford,OR,97501,KG,12,,0,31,0,0,0,0,0,0,0,0,0
4108040,Medford SD 549C,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Medford,OR,97501,KG,12,2,23,651,9,13872,102,150,3405,129,9386,114,586
4102940,Central Point SD 6,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Central Point,OR,97502,KG,12,3,10,207,1,4609,62,23,654,26,3561,9,274
4101560,Ashland SD 5,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Ashland,OR,97520,KG,12,3,6,144,6,2869,18,55,251,56,2256,7,226
4109750,Pinehurst SD 94,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Ashland,OR,97520,KG,10,3,1,1,0,30,1,0,1,0,24,0,4
4102580,Butte Falls SD 91,Independent Charter District,OR,OREGON,Butte Falls,OR,97522,KG,12,1,1,11,0,146,1,0,21,0,117,0,7
4104500,Eagle Point SD 9,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Eagle Point,OR,97524,KG,12,2,10,181,2,4095,49,19,1109,17,2744,14,143
4105910,Grants Pass SD 7,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Grants Pass,OR,97526,KG,12,3,9,282,9,6088,51,55,806,28,4762,13,373
4106900,Three Rivers/Josephine County SD,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Grants Pass,OR,97527,KG,12,2,15,220,5,4730,107,28,413,32,3954,8,188
4109630,Phoenix-Talent SD 4,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Phoenix,OR,97535,KG,12,2,6,132,1,2695,51,18,878,24,1597,19,108
4110200,Prospect SD 59,Independent Charter District,OR,OREGON,Prospect,OR,97536,KG,12,1,1,16,0,232,2,0,10,0,209,1,10
4110680,Rogue River SD 35,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Rogue River,OR,97537,KG,12,2,3,56,1,925,11,5,75,6,753,1,74
4107020,Klamath County SD,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Klamath Falls,OR,97603,KG,12,2,22,321,8,6439,409,72,1251,55,4269,20,363
4107080,Klamath Falls City Schools,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Klamath Falls,OR,97603,KG,12,2,7,158,4,3205,152,46,676,23,2056,3,249
4100031,Lake ESD,Regional Education Service Agency (RESA),OR,OREGON,Lakeview,OR,97630,KG,12,,0,2,1,0,0,0,0,0,0,0,0
4100990,Adel SD 21,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Lakeview,OR,97630,3,8,3,1,1,0,13,1,0,2,0,10,0,0
4107280,Lake County SD 7,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Lakeview,OR,97630,KG,12,3,4,47,2,745,19,5,147,1,548,0,25
4109430,Paisley SD 11,Independent Charter District,OR,OREGON,Paisley,OR,97636,KG,12,1,1,10,0,221,2,9,20,5,185,0,0
4109960,Plush SD 18,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Plush,OR,97637,PK,12,3,1,1,0,5,0,0,1,0,4,0,0
4111400,North Lake SD 14,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Silver Lake,OR,97638,KG,12,3,1,17,0,227,3,3,25,2,188,2,4
4101980,Bend-LaPine Administrative SD 1,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Bend,OR,97703,KG,12,2,31,810,24,17517,132,224,2031,134,14532,54,410
4105020,South Harney SD 33,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Fields,OR,97710,KG,8,3,1,2,0,11,2,0,1,0,8,0,0
4101590,Ashwood SD 8,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Ashwood,OR,97711,KG,12,3,1,1,0,6,0,0,0,0,6,0,0
4100028,Harney ESD Region XVII,Regional Education Service Agency (RESA),OR,OREGON,Burns,OR,97720,KG,12,,0,0,0,0,0,0,0,0,0,0,0
4102490,Harney County SD 3,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Burns,OR,97720,KG,12,3,4,51,0,849,26,3,62,1,700,0,57
4104170,Diamond SD 7,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Diamond,OR,97722,KG,8,3,1,2,0,8,0,0,0,0,8,0,0
4102190,Black Butte SD 41,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Camp Sherman,OR,97730,KG,12,3,1,2,0,17,0,0,1,0,14,1,1
4103600,Harney County SD 4,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Crane,OR,97732,KG,8,3,1,4,0,55,0,0,0,0,54,0,1
4103630,Harney County Union High SD 1J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Crane,OR,97732,9,12,3,1,5,0,53,0,0,1,0,50,0,2
4103840,Culver SD 4,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Culver,OR,97734,KG,12,3,3,38,3,684,14,0,230,4,420,2,14
4105310,Frenchglen SD 16,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Frenchglen,OR,97736,KG,12,2,2,7,0,130,1,0,9,0,110,0,10
4104290,Double O SD 28,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Hines,OR,97738,KG,8,3,1,1,0,3,0,0,1,0,2,0,0
4100030,Jefferson ESD,Regional Education Service Agency (RESA),OR,OREGON,Madras,OR,97741,KG,12,,0,2,0,0,0,0,0,0,0,0,0
4106740,Jefferson County SD 509J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Madras,OR,97741,KG,12,3,7,152,8,2928,1007,14,985,23,854,9,36
4108280,Mitchell SD 55,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Mitchell,OR,97750,KG,12,2,2,16,1,260,4,5,37,9,191,0,14
4103720,Crook County SD,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Prineville,OR,97754,KG,12,2,10,148,3,3002,34,16,476,15,2267,1,193
4110350,Redmond SD 2J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Redmond,OR,97756,KG,12,2,12,344,19,7364,82,43,1226,32,5728,13,240
4180070,High Desert ESD,Regional Education Service Agency (RESA),OR,OREGON,Redmond,OR,97756,KG,12,,0,26,0,0,0,0,0,0,0,0,0
4111910,Suntex SD 10,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Riley,OR,97758,KG,8,3,1,2,0,14,0,0,0,0,12,0,2
4111490,Sisters SD 6,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Sisters,OR,97759,KG,12,3,3,53,2,1078,12,14,93,5,926,3,25
4100036,InterMountain ESD,Regional Education Service Agency (RESA),OR,OREGON,Pendleton,OR,97801,KG,12,,0,25,0,0,0,0,0,0,0,0,0
4109510,Pendleton SD 16,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Pendleton,OR,97801,PK,12,2,10,164,8,3215,407,36,424,16,2088,9,235
4101470,Arlington SD 3,Independent Charter District,OR,OREGON,Arlington,OR,97812,KG,12,1,1,12,0,162,3,0,20,0,132,0,7
4101660,Athena-Weston SD 29RJ,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Athena,OR,97813,KG,12,3,3,35,0,551,59,4,41,3,418,0,26
4101710,Baker SD 5J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Baker City,OR,97814,KG,12,2,9,128,8,2620,27,44,236,19,2177,3,114
4106780,John Day SD 3,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Canyon City,OR,97820,KG,12,3,3,38,0,615,7,4,24,6,561,0,13
4100026,North Central ESD,Regional Education Service Agency (RESA),OR,OREGON,Condon,OR,97823,KG,12,,0,3,0,0,0,0,0,0,0,0,0
4103330,Condon SD 25J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Condon,OR,97823,KG,12,3,2,9,0,126,1,0,14,0,108,0,3
4103540,Cove SD 15,Independent Charter District,OR,OREGON,Cove,OR,97824,KG,12,1,1,18,0,249,4,0,5,0,234,0,6
4104020,Dayville SD 16J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Dayville,OR,97825,PK,12,3,1,6,0,50,2,1,1,0,46,0,0
4104530,Echo SD 5,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Echo,OR,97826,PK,12,3,1,20,1,271,6,0,35,3,223,0,4
4104590,Elgin SD 23,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Elgin,OR,97827,KG,12,3,2,23,0,384,0,0,18,0,350,1,15
4100038,Region 18 ESD,Regional Education Service Agency (RESA),OR,OREGON,Enterprise,OR,97828,KG,12,,0,5,0,0,0,0,0,0,0,0,0
4105080,Enterprise SD 21,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Enterprise,OR,97828,KG,12,3,2,24,0,404,0,3,14,3,368,0,16
4112360,Troy SD 54,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Enterprise,OR,97828,KG,8,3,1,1,0,2,0,0,0,0,2,0,0
4105250,Fossil SD 21J,Independent Charter District,OR,OREGON,Fossil,OR,97830,KG,12,1,1,17,0,423,2,11,24,13,350,2,21
4109720,Pine Eagle SD 61,Independent Charter District,OR,OREGON,Halfway,OR,97834,KG,12,1,1,15,0,177,1,0,18,0,143,0,15
4106270,Helix SD 1,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Helix,OR,97835,KG,12,3,1,16,0,184,5,3,13,0,153,1,9
4106300,Hermiston SD 8,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Hermiston,OR,97838,KG,12,3,9,276,11,5501,23,50,2732,54,2545,14,83
4106630,Imbler SD 11,Independent Charter District,OR,OREGON,Imbler,OR,97841,KG,12,1,1,20,0,313,10,3,15,0,273,1,11
4100047,Ione SD R2,Independent Charter District,OR,OREGON,Ione,OR,97843,KG,12,1,1,16,0,202,3,2,57,0,133,0,7
4108520,Morrow SD 1,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Irrigon,OR,97844,KG,12,3,8,126,3,2171,6,4,1223,5,895,1,37
4100027,Grant ESD,Regional Education Service Agency (RESA),OR,OREGON,John Day,OR,97845,KG,12,,0,1,0,0,0,0,0,0,0,0,0
4106870,Joseph SD 6,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Joseph,OR,97846,KG,12,2,2,19,0,242,0,1,14,1,206,0,20
4107200,La Grande SD 1,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,La Grande,OR,97850,KG,12,3,6,112,6,2224,48,14,175,23,1824,28,112
4107530,Long Creek SD 17,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Long Creek,OR,97856,PK,12,3,1,5,0,34,2,5,6,0,18,0,3
