LEAID,LEA_NAME,LEA_TYPE_TEXT,STABR,STATENAME,LCITY,LSTATE,LZIP,GSLO,GSHI,AGCHRT,SCH,TOTTCH,TOTGUI,MEMBER,AM,AS,HI,BL,WH,HP,TR
400097,Northland Preparatory Academy,Independent Charter District,AZ,ARIZONA,Flagstaff,AZ,86004,6,12,1,1,-1,-1,640,13,11,74,7,510,1,24
400163,Coconino County Accommodation School District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Flagstaff,AZ,86004,PK,12,3,4,11,1,120,71,0,20,1,27,0,1
400213,Painted Desert Demonstration Projects  Inc.,Independent Charter District,AZ,ARIZONA,Flagstaff,AZ,86004,KG,8,1,1,-1,-1,103,87,1,8,0,2,0,5
400350,PEAK School Inc.  The,Independent Charter District,AZ,ARIZONA,Flagstaff,AZ,86004,KG,8,1,1,-1,-1,187,49,0,94,2,38,0,4
402860,Flagstaff Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Flagstaff,AZ,86004,PK,12,3,20,568,24,9789,2426,95,2675,89,4204,16,284
404530,Maine Consolidated School District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Parks,AZ,86018,PK,12,3,1,15,0,145,3,1,9,0,129,0,3
400021,Colorado City Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Colorado City,AZ,86021,PK,12,3,4,23,0,596,13,0,3,0,579,0,1
400281,Masada Charter School  Inc.,Independent Charter District,AZ,ARIZONA,Colorado City,AZ,86021,KG,9,1,1,-1,-1,529,0,0,0,0,529,0,0
403080,Fredonia-Moccasin Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Fredonia,AZ,86022,PK,12,3,3,20,1,-9,-9,-9,-9,-9,-9,-9,-9
403550,Grand Canyon Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Grand Canyon,AZ,86023,PK,12,3,2,25,0,295,77,2,119,2,82,0,13
400784,Navajo County School Superintendents Office,Other education agencies,AZ,ARIZONA,Holbrook,AZ,86025,PK,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
403820,Holbrook Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Holbrook,AZ,86025,PK,12,3,5,142,4,-9,-9,-9,-9,-9,-9,-9,-9
405500,Navajo County Accommodation District #99,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Holbrook,AZ,86025,KG,12,3,1,2,0,12,0,0,6,0,6,0,0
404010,Joseph City Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Joseph City,AZ,86032,PK,12,3,3,24,1,395,52,1,43,0,274,0,25
400612,Northeast Arizona Technological Institute of Vocational Educ,Regional Education Service Agency (RESA),AZ,ARIZONA,Kayenta,AZ,86033,9,12,3,10,2,0,45,44,0,0,0,0,0,1
404060,Kayenta Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Kayenta,AZ,86033,PK,12,3,3,118,6,1759,1711,0,16,0,14,0,18
401810,Cedar Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Keams Canyon,AZ,86034,PK,12,3,3,11,0,120,119,1,0,0,0,0,0
400347,Coconino Association for Vocation Industry and Technology,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Page,AZ,86040,9,12,3,11,3,0,50,10,0,4,0,33,0,3
405820,Page Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Page,AZ,86040,PK,12,3,5,145,6,2675,1976,11,136,9,431,11,101
408680,Tuba City Unified School District #15,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Tuba City,AZ,86045,PK,12,3,7,104,8,1600,1564,7,14,1,12,2,0
409310,Williams Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Williams,AZ,86046,PK,12,3,2,41,1,591,31,9,220,11,313,2,5
409460,Winslow Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Winslow,AZ,86047,PK,12,3,5,118,4,-9,-9,-9,-9,-9,-9,-9,-9
400154,Shonto Governing Board of Education  Inc.,Independent Charter District,AZ,ARIZONA,Shonto,AZ,86054,9,12,1,1,-1,0,80,78,0,1,0,0,1,0
400208,Mountain Oak Charter School  Inc.,Independent Charter District,AZ,ARIZONA,Prescott,AZ,86301,KG,8,1,1,-1,-1,147,4,3,15,6,112,4,3
400210,Painted Pony Ranch Charter School,Independent Charter District,AZ,ARIZONA,Prescott,AZ,86301,KG,8,1,1,-1,-1,99,1,0,13,3,73,0,9
400211,Mary Ellen Halvorson Educational Foundation. dba: Tri-City P,Independent Charter District,AZ,ARIZONA,Prescott,AZ,86301,9,12,1,1,-1,0,222,0,0,34,1,178,1,8
400267,Kestrel Schools  Inc.,Independent Charter District,AZ,ARIZONA,Prescott,AZ,86301,9,12,1,1,-1,0,30,4,0,5,3,12,6,0
400460,Yavapai County Juvenile Justice Center,State agency providing elementary and/or secondary level instruction,AZ,ARIZONA,Prescott,AZ,86301,3,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
400772,Mountain Institute JTED,Regional Education Service Agency (RESA),AZ,ARIZONA,Prescott,AZ,86301,9,12,3,8,4,0,51,1,0,16,0,34,0,0
400820,Compass Points International  Inc,Independent Charter District,AZ,ARIZONA,Prescott,AZ,86301,9,12,1,1,-1,0,169,3,3,26,2,131,0,4
400844,La Tierra Community School  Inc,Independent Charter District,AZ,ARIZONA,Prescott,AZ,86301,KG,8,1,1,-1,-1,91,2,0,13,0,74,0,2
400903,BASIS School Inc. 12,Independent Charter District,AZ,ARIZONA,Prescott,AZ,86301,KG,12,1,1,-1,-1,739,5,64,39,8,616,1,6
400093,Skyview School  Inc.,Independent Charter District,AZ,ARIZONA,Prescott,AZ,86303,KG,8,1,1,-1,-1,208,0,0,27,1,172,0,8
406730,Prescott Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Prescott,AZ,86303,PK,12,3,9,220,7,3972,86,60,599,44,3085,12,86
409360,Williamson Valley Elementary School District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Prescott,AZ,86305,PK,12,,0,0,0,25,0,0,3,0,22,0,0
400444,Prescott Valley Charter School,Independent Charter District,AZ,ARIZONA,Prescott Valley,AZ,86312,KG,12,1,1,-1,-1,301,3,0,107,7,172,0,12
400092,Franklin Phonetic Primary School Inc. 1,Independent Charter District,AZ,ARIZONA,Prescott Valley,AZ,86314,KG,8,1,1,-1,-1,462,3,9,90,1,342,2,15
400209,Park View School  Inc.,Independent Charter District,AZ,ARIZONA,Prescott Valley,AZ,86314,6,12,1,2,-1,-1,176,0,0,36,2,133,0,5
400315,Yavapai Accommodation School District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Prescott Valley,AZ,86314,6,12,3,2,6,0,63,3,0,15,0,43,0,2
400320,Acorn Montessori Charter School,Independent Charter District,AZ,ARIZONA,Prescott Valley,AZ,86314,KG,8,1,2,-1,-1,438,4,0,137,5,277,7,8
403870,Humboldt Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Prescott Valley,AZ,86314,PK,12,3,11,278,5,5814,71,44,1844,43,3627,14,171
400910,Ash Fork Joint Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Ash Fork,AZ,86320,PK,12,3,3,13,0,232,3,0,106,2,120,0,1
401000,Bagdad Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Bagdad,AZ,86321,PK,12,3,2,32,1,445,14,2,103,6,315,2,3
408460,Hillside Elementary District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Hillside,AZ,86321,PK,12,3,1,2,0,28,0,0,9,0,19,0,0
400813,Camp Verde Unified School District dba South Verde Technolog,Independent Charter District,AZ,ARIZONA,Camp Verde,AZ,86322,9,12,1,1,-1,0,65,10,0,14,0,39,1,1
401600,Camp Verde Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Camp Verde,AZ,86322,PK,12,3,4,85,4,1436,157,0,437,5,786,3,48
400003,Chino Valley Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Chino Valley,AZ,86323,PK,12,3,5,109,2,2384,27,8,701,14,1576,6,52
400090,Mingus Springs Charter School,Independent Charter District,AZ,ARIZONA,Chino Valley,AZ,86323,KG,8,1,1,-1,-1,171,0,0,39,2,124,0,6
400004,Clarkdale-Jerome Elementary District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Clarkdale,AZ,86324,PK,8,3,1,22,1,477,36,0,98,1,324,1,17
400439,Desert Star Community School  Inc.,Independent Charter District,AZ,ARIZONA,Cornville,AZ,86325,KG,8,1,1,-1,-1,174,1,5,16,1,137,0,14
400130,American Heritage Academy,Independent Charter District,AZ,ARIZONA,Cottonwood,AZ,86326,KG,12,1,2,-1,-1,461,34,5,78,3,331,2,8
400328,A Center for Creative Education,Independent Charter District,AZ,ARIZONA,Cottonwood,AZ,86326,KG,8,1,2,-1,-1,70,0,0,11,0,50,0,9
400341,Valley Academy for Career and Technology Education,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Cottonwood,AZ,86326,9,12,3,6,-1,0,1,0,0,0,0,1,0,0
402370,Cottonwood-Oak Creek Elementary District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Cottonwood,AZ,86326,PK,12,3,6,110,0,2131,32,14,848,20,1189,6,22
405070,Mingus Union High School District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Cottonwood,AZ,86326,9,12,3,3,56,5,1151,25,4,405,7,679,0,31
404170,Kirkland Elementary District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Kirkland,AZ,86332,PK,12,3,1,6,0,90,3,0,22,1,64,0,0
409030,Walnut Grove Elementary District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Kirkland,AZ,86332,PK,8,,0,0,0,3,0,0,3,0,0,0,0
404820,Mayer Unified School District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Mayer,AZ,86333,PK,12,3,3,34,0,524,14,0,101,5,390,2,12
401080,Beaver Creek Elementary District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Rimrock,AZ,86335,PK,12,3,1,15,1,412,16,0,161,3,221,1,10
400089,Sedona Charter School  Inc.,Independent Charter District,AZ,ARIZONA,Sedona,AZ,86336,KG,8,1,1,-1,-1,150,1,1,38,0,102,0,8
400266,PACE Preparatory Academy  Inc.,Independent Charter District,AZ,ARIZONA,Sedona,AZ,86336,9,12,1,2,-1,0,96,4,0,29,1,57,1,4
409733,Sedona-Oak Creek JUSD #9,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Sedona,AZ,86336,PK,12,3,5,63,3,1099,6,26,531,9,476,2,49
407630,Seligman Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Seligman,AZ,86337,PK,12,3,2,15,0,155,39,1,27,0,83,0,5
407770,Skull Valley Elementary District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Skull Valley,AZ,86338,PK,12,3,1,1,0,33,0,0,8,0,25,0,0
402460,Crown King Elementary District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Crown King,AZ,86343,PK,8,3,1,0,0,1,0,0,0,0,1,0,0
400295,Kingman Unified School District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Kingman,AZ,86401,PK,12,3,11,306,7,6604,142,64,1371,61,4669,36,261
400794,Western Arizona Vocational District #50,Regional Education Service Agency (RESA),AZ,ARIZONA,Kingman,AZ,86401,9,12,3,9,2,0,38,4,0,8,0,25,0,1
403660,Hackberry School District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Kingman,AZ,86401,PK,12,3,1,4,0,62,0,2,9,0,51,0,0
400248,Telesis Center for Learning  Inc.,Independent Charter District,AZ,ARIZONA,Lake Havasu City,AZ,86403,KG,12,1,2,-1,-1,460,4,5,138,4,284,1,24
404280,Lake Havasu Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Lake Havasu City,AZ,86403,PK,12,3,10,254,6,5454,57,60,1237,68,3936,20,76
400852,Kaizen Education Foundation dba Havasu Preparatory Academy,Independent Charter District,AZ,ARIZONA,Lake Havasu City,AZ,86406,KG,9,1,1,-1,-1,279,5,19,59,0,184,0,12
400074,Kingman Academy Of Learning,Independent Charter District,AZ,ARIZONA,Kingman,AZ,86409,KG,12,1,4,-1,-1,1344,18,29,168,13,1054,5,57
400075,Young Scholars Academy Charter School Corp.,Independent Charter District,AZ,ARIZONA,Bullhead City,AZ,86426,KG,8,1,1,-1,-1,404,2,15,108,11,268,0,0
400082,Colorado River Union High School District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Fort Mohave,AZ,86426,9,12,3,3,84,6,2041,40,21,780,37,1116,3,44
400414,Academy of Building Industries  Inc.,Independent Charter District,AZ,ARIZONA,Fort Mohave,AZ,86426,9,12,1,1,-1,0,99,0,0,17,2,79,0,1
400922,Desert Star Academy,Independent Charter District,AZ,ARIZONA,Fort Mohave,AZ,86426,KG,6,1,1,-1,-1,199,1,1,52,2,140,1,2
404410,Littlefield Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Beaver Dam,AZ,86432,PK,12,3,2,28,1,409,3,2,253,0,146,0,5
406120,Peach Springs Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Peach Springs,AZ,86434,PK,12,3,2,8,0,238,233,0,4,1,0,0,0
408880,Valentine Elementary District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Truxton,AZ,86434,PK,12,3,1,5,0,80,61,0,10,0,8,0,1
408640,Topock Elementary District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Topock,AZ,86436,PK,8,3,1,5,0,100,18,3,19,0,60,0,0
409570,Yucca Elementary District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Yucca,AZ,86438,PK,12,3,1,2,0,37,1,0,3,0,31,0,2
405190,Mohave Valley Elementary District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Mohave Valley,AZ,86440,PK,8,3,4,61,0,1144,79,6,309,22,698,2,28
400280,Mohave Accelerated Learning Center,Independent Charter District,AZ,ARIZONA,Bullhead City,AZ,86442,6,12,1,1,-1,-1,469,4,1,136,5,312,0,11
400413,Mohave Accelerated Elementary School  Inc.,Independent Charter District,AZ,ARIZONA,Bullhead City,AZ,86442,KG,5,1,2,-1,0,469,4,4,125,4,324,1,7
401500,Bullhead City School District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Bullhead City,AZ,86442,PK,8,3,6,145,3,2865,35,19,1255,53,1403,9,91
401940,Chinle Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Chinle,AZ,86503,PK,12,3,8,214,10,3498,3473,2,0,4,14,4,1
409430,Window Rock Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Fort Defiance,AZ,86504,PK,12,3,6,109,6,1932,1914,1,6,4,5,1,1
403290,Ganado Unified School District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Ganado,AZ,86505,PK,12,3,3,90,4,1434,1356,5,22,1,2,3,45
400023,Pinon Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Pinon,AZ,86510,PK,12,3,3,86,2,1218,1179,11,2,2,4,2,18
406740,Sanders Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Sanders,AZ,86512,PK,12,3,3,50,1,761,721,0,17,1,8,0,14
406870,Red Mesa Unified District,Regular local school district that is NOT a component of a supervisory union,AZ,ARIZONA,Teec Nos Pos,AZ,86514,PK,12,3,5,45,2,637,635,0,0,0,1,0,1
5900160,Indian Island School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Indian Island,ME,04468,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900137,Beatrice Rafferty School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Perry,ME,04667,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900042,Indian Township School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Princeton,ME,04668,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900066,Cherokee Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Cherokee,NC,28719,KG,5,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900101,Cherokee High School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Cherokee,NC,28719,6,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900090,Miccosukee Indian School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Miami,FL,33144,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900092,Ahfachkee Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Clewiston,FL,33440,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900053,Standing Pine Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Carthage,MS,39051,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900172,Red Water Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Carthage,MS,39051,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900111,Conehatta Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Conehatta,MS,39057,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900031,Choctaw Central High School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Choctaw,MS,39350,9,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900078,Choctaw Central Middle School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Choctaw,MS,39350,7,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900100,Tucker Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Philadelphia,MS,39350,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900123,Pearl River Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Choctaw,MS,39350,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900194,Bogue Chitto Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Philadelphia,MS,39350,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900054,JKL Bahweting Anishnabe School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Sault Ste Marie,MI,49783,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900187,Hannahville Indian School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Wilson,MI,49896,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900196,Meskwaki Settlement School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Tama,IA,52339,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900144,Menominee Tribal School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Neopit,WI,54150,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900114,Oneida Nation School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Oneida,WI,54155,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900104,Lac Courte Oreilles Ojibwa School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Hayward,WI,54843,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900135,Fond du Lac Ojibwe School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Cloquet,MN,55720,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900064,Nay-Ah-Shing School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Onamia,MN,56359,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900038,Circle of Life Survival School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,White Earth,MN,56591,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900166,Bug-O-Nay-Ge-Shig School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Bena,MN,56626,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900027,Flandreau Indian Boarding School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Flandreau,SD,57028,9,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900129,Tiospa Zina Tribal School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Agency Village,SD,57262,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900154,Enemy Swim Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Waubay,SD,57273,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900118,Crow Creek Sioux Tribal Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Fort Thompson,SD,57339,KG,5,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900073,Crow Creek Reservation High School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Stephan,SD,57346,6,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900055,Marty Indian School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Marty,SD,57361,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900107,Pierre Indian Learning Center,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Pierre,SD,57501,1,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900085,Lower Brule Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Lower Brule,SD,57548,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900091,St Francis Indian School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,St Francis,SD,57572,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900113,Crazy Horse School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Wanblee,SD,57577,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900051,Cheyenne-Eagle Butte School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Eagle Butte,SD,57625,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900134,Rock Creek Grant School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Little Eagle,SD,57639,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900190,Tiospaye Topa School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Ridgeview,SD,57652,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900070,America Horse School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Allen,SD,57714,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900143,Takini School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Howes,SD,57748,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900173,Little Wound School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Kyle,SD,57752,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900183,Wounded Knee District School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Manderson,SD,57756,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900045,Loneman Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Oglala,SD,57764,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900080,Pine Ridge School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Pine Ridge,SD,57770,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900124,Porcupine Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Porcupine,SD,57772,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900095,Circle of Nations,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Wahpeton,ND,58075,4,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900025,Turtle Mountain Community Middle School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Belcourt,ND,58316,6,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900068,Ojibwa Indian School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Belcourt,ND,58316,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900106,Turtle Mountain Community Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Belcourt,ND,58316,KG,5,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900158,Turtle Mountain High School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Belcourt,ND,58316,9,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900149,Dunseith Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Dunseith,ND,58329,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900181,Sitting Bull School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Fort Totten,ND,58335,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900096,Theodore Jamerson Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Bismarck,ND,58504,KG,7,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900067,Standing Rock Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Fort Yates,ND,58538,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900077,Twin Buttes Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Halliday,ND,58636,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900189,Mandaree Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Mandaree,ND,58757,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900117,White Shield School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Roseglen,ND,58775,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
